year,CAP,CAP_W,RET_total,SPREAD_PC_median,FF30,EXCHCD,notPERMNO
2018,669789.9,71062.47,41.954414,6.2190595,Other,3,754
2018,272257.7,216062.0,-34.99974,3.133903,Fin,3,314
2018,1260768.0,1223151.2999999998,-2.0808892,2.0022247,Util,1,780
2018,325998.15,370553.92,-2.9709585,3.6002483,Rtail,1,73
2018,662716.48,882619.12,-26.45242,2.3783185,Oil,1,628
2018,959098.3,458288.4,117.795975,3.4582133,Other,3,261
2018,294146.9,598631.8,-51.488552,4.1728764,Other,3,521
2018,1205291.34,1510135.96,-22.186005,1.7957351,Servs,1,782
2018,363874.59,272792.12,-9.602185,5.188679,Other,3,703
2018,79259.18,129078.16,-37.84992,2.5453157,Fin,3,576
2018,33943936.84,40354646.8,-11.203561,1.9484601,Util,1,190
2018,4770314.2,5602068.99,-19.331566,3.6015756,Oil,1,252
2018,3235710.52,2656891.0,14.154461,3.057554,Other,3,451
2018,203604.36,22371.858,687.53253,8.336315,Other,3,287
2018,416057.04,461947.5,-15.999475,2.631579,Servs,1,365
2018,715703.6799999998,1144085.32,-38.070072,3.0087528,Hlth,3,55
2018,403669.98,592501.5599999999,-35.531715,3.6485481,Books,3,632
2018,323137.80000000005,617683.68,-57.57312,4.7895355,Other,3,452
2018,697636.29,893031.6000000002,-24.310919,1.8168055,Fin,1,534
2018,514124.0,399782.88,6.20953,4.5128636,Other,3,507
2018,4597669.44,5367832.8,-14.009705,2.633154,BusEq,3,22
2018,1720593.94,3178384.0000000005,-42.292873,3.0120482,Trans,1,542
2018,391566.72,438120.26,-17.075974,2.7443106,Fin,1,587
2018,165651.1,192111.8,-8.841568,1.9649335,Other,3,741
2018,1554267.86,2695741.4400000004,-39.00657,2.9980657,Cnstr,1,350
2018,303458.5,394898.4,-39.1024,4.9079757,Hlth,3,353
2018,653510.2999999999,835210.68,-22.10072,2.912056,,1,738
2018,635416.32,803093.5,-7.9803815,3.9711192,Games,1,491
2018,408734.67,576904.4,-43.597244,5.249437,Other,3,510
2018,2305726.5,3313858.0000000005,-29.464972,1.9047619,Other,3,410
2018,389672.9,675073.98,-42.462048,3.7402596,Steel,1,605
2018,425417.88,4031682.93,-89.48182,3.806735,Hlth,3,11
2018,112693.14,130679.1,-14.484188,2.4915824,Other,3,414
2018,601992.9,772294.25,-23.471275,4.180064,Other,3,807
2018,54800.13000000001,44682.45,21.122932,2.536232,Telcm,3,399
2018,153585.54,439278.25,-70.23126,6.1320753,Other,3,565
2018,737609.0399999998,592312.0,28.00656,2.631579,Hlth,3,39
2018,56914.0,65363.54,-11.51144,1.5913907,Fin,3,260
2018,569967.73,475516.8,-2.396406,5.359712,Other,3,487
2018,635262.8,640258.2000000001,2.3978016,2.6490066,Hlth,1,669
2018,354070.08,406274.0,-11.815965,2.4857142,Fin,3,234
2018,969826.46,1664541.9,-28.458647,3.3222592,Rtail,1,779
2018,47978.75,27835.0,72.36869,10.015175,Other,3,661
2018,1200615.24,1311600.88,-9.208971,2.4827585,Whlsl,1,533
2018,233880.96,213252.48,-20.92771,3.8508558,Rtail,1,296
2018,47482.4,52529.4,-9.740084,1.3981125,Other,3,335
2018,701212.75,776802.35,-10.479986,5.084746,Other,3,593
2018,540323.67,378155.88,11.455694,2.678046,Other,3,167
2018,1046530.8,1390705.92,-43.228973,5.223881,Servs,3,432
2018,246037.6,272493.65,-15.451656,4.8125,Other,3,183
2018,844299.24,413101.8,78.26137,3.3057852,Fin,1,72
2018,693763.98,616324.78,14.484459,2.6805658,Chems,1,200
2018,226353.12,241585.55,-11.70719,1.7793595,Fin,3,484
2018,4927052.0,14907395.88,-65.68104,2.858151,Hshld,1,417
2018,1092231.6,585320.0,10.625109,6.463878,Trans,3,755
2018,1262020.4400000002,1189067.09,5.530673,3.3624454,Whlsl,1,588
2018,191224.8,328131.0,-42.22203,2.75,Oil,1,626
2018,458439.79,189894.87,98.52686,4.494029,Other,3,408
2018,84762.36,118087.8,-28.247442,2.613724,Hlth,3,44
2018,2176070.0,3503160.0,-30.449953,2.437276,Other,3,577
2018,487718.0,869740.1000000002,-50.916367,5.699482,Other,3,394
2018,3191072.64,4468144.2,-26.18197,1.9575857,Fin,1,43
2018,1016618.52,1090212.0,-9.106792,2.9126213,Servs,1,541
2018,65844730.55,151327883.25,-55.38921,2.6859505,FabPr,1,137
2018,729175.59,466354.35,18.382643,5.78356,Other,3,509
2018,82895.48999999999,103004.15,-18.938734,2.8869286,Other,3,550
2018,611662.78,438474.52,37.487858,2.5267994,Other,3,425
2018,1040418.9,211575.5,242.50685,5.6067586,Hlth,3,638
2018,303938.25,324430.48000000004,-7.032784,2.8743315,Servs,3,356
2018,593420.75,411354.95,42.699924,3.3333333,BusEq,1,59
2018,307548.28,752824.0,-63.45335,4.5072575,Oil,2,446
2018,340522.56,136700.96,80.2384,4.464,Other,3,801
2018,343269.36,199567.64,71.6673,4.3137255,Rtail,1,307
2018,1191203.65,712902.1799999998,42.325615,3.3536584,BusEq,3,344
2018,194351.15,307500.0,-34.553177,2.8688524,Other,3,476
2018,618142.15,526592.0,2.8401551,5.72,Other,3,711
2018,238252.3,309712.25,-53.114662,4.0816326,Other,3,311
2018,394475.7,236534.4,63.953827,3.3613446,,1,10
2018,135527.04,169344.0,-19.01983,3.2490976,BusEq,3,40
2018,234617.64,228470.55,5.108871,2.3148148,Telcm,3,377
2018,372676.95,468765.24,-17.573595,2.5399275,Other,3,512
2018,467918.72,408562.8,-14.45609,5.259259,Hlth,3,609
2018,450859.71,1680908.35,-73.440636,4.453441,FabPr,1,289
2018,108433.26,71903.04000000001,50.72557,5.3105736,Fin,1,483
2018,309991.2,239130.0,26.110641,3.0726256,Servs,1,382
2018,830024.02,321685.39,109.98234,6.8627453,Other,3,473
2018,297096.19,432182.94,-29.638288,3.430657,Other,3,159
2018,27942.24,103780.32,-73.39105,3.3065238,Other,3,663
2018,190199.88,229286.75,-18.697355,3.6427732,Oil,1,349
2018,591766.53,382753.8,53.233303,2.8,Meals,3,644
2018,553595.4,771628.4400000002,-28.690176,2.915599,Steel,1,224
2018,2978448.9,2848002.24,4.133603,2.6666667,Chems,1,503
2018,2346573.24,1771108.56,0.25040242,2.0164986,Other,3,654
2018,4550223.44,8652600.0,-46.32422,3.6458333,Other,3,272
2018,552613.3200000001,290580.15,83.3604,4.976303,Other,3,269
2018,945302.28,1124804.7999999998,-19.10709,3.1791906,Servs,3,603
2018,50686.6698,69533.7982,-24.231773,1.6232449,Food,3,4
2018,371730.6,266329.35,15.873648,4.1420116,Other,3,495
2018,195193.92,146851.65,-27.168928,5.347594,Other,3,508
2018,1021796.62,944520.0,-5.4665895,3.7383177,Other,3,753
2018,716435.85,992267.9,-17.103579,3.6363637,Cnstr,1,169
2018,787045.4,736477.6000000002,6.757136,3.0612245,Carry,1,226
2018,237394.96,386973.6,-39.038277,4.8730965,Whlsl,1,657
2018,340213.5,105153.75,102.56334,5.585334,Other,3,767
2018,304338.32,1162402.38,-74.14605,5.2683897,Other,3,698
2018,217014.0,194609.9,9.947341,3.84,Other,3,716
2018,964819.77,1295402.71,-21.589762,2.5641026,Books,1,793
2018,74010.07,76518.70000000001,-4.563809,1.9251337,Hlth,3,107
2018,215002.62,339673.1,-37.588024,3.2663317,BusEq,1,203
2018,106890.74,261588.81,-58.260376,3.2762096,Cnstr,1,501
2018,256733.92,188331.0,24.307894,4.300662,Servs,3,732
2018,770505.82,816761.4,-5.6045575,2.4978466,Other,3,665
2018,548826.3,145417.02,88.42232,7.8642383,Other,3,775
2018,646390.64,708005.3099999998,-62.81096,4.541063,Other,3,549
2018,514056.54,223391.3,92.65028,4.638219,Other,3,478
2018,104606.97,162886.4,-35.231567,4.0201006,Util,3,653
2018,34442.8,215982.0,-84.44447,4.564907,Fin,1,684
2018,307063.71,207884.25,33.142624,4.885496,Other,3,407
2018,1140224.7,2058621.67,-44.900734,4.111111,Oil,2,225
2018,173400.9,206325.9,-30.807627,3.6842105,Servs,1,188
2018,228728.16,199743.42,12.125428,3.1289113,Servs,1,538
2018,108857.97,37198.8986,186.79794,4.4468083,Servs,3,517
2018,648443.84,588676.8250000001,13.548511,3.1419284,BusEq,3,70
2018,59293.38,456611.1,-88.547424,5.931215,Other,3,548
2018,118438.83,186559.25,-37.48734,4.402516,Servs,3,164
2018,846652.84,2573062.93,-65.88124,4.0334854,Oil,1,250
2018,953902.6,1177604.4,-20.83337,3.3670034,Other,3,472
2018,417687.59,312381.85,20.782055,3.7360544,Servs,3,119
2018,97159.56,101015.8,-30.975573,3.164557,Fin,3,304
2018,479595.63,130520.88000000002,-46.45363,6.2585034,Oil,1,106
2018,825264.02,480740.6,21.804775,5.3302817,Hlth,1,747
2018,334473.24,292772.12,13.968848,3.683575,Other,3,155
2018,217825.2,130138.4,22.059141,5.2941175,Other,3,594
2018,185035.24,411389.94,-55.4242,5.287958,Other,3,809
2018,171031.77,694188.75,-75.368614,4.848485,Chems,1,278
2018,291548.94,48372.48,71.51039,4.057517,Other,3,675
2018,262442.12,234431.45,11.405252,5.882353,Other,3,650
2018,350970.33,481565.5,-29.349157,2.6470587,Fin,3,144
2018,1868272.6,1102665.9,69.192345,2.478903,Fin,1,67
2018,257783.68,247065.8,-0.84495664,2.7777777,Other,3,268
2018,99445.2,94400.7,5.19326,2.2993197,Other,3,396
2018,2195577.46,1199129.24,67.84293,3.6398468,Telcm,1,221
2018,184570.65,126999.18,7.142881,5.4001927,Other,3,617
2018,50982.72,154907.19999999998,-67.14282,4.8623853,Other,3,810
2018,107469.08,135450.0,-21.19113,4.4897957,Other,3,362
2018,114341.76,67386.56,67.741905,3.3548386,Other,3,720
2018,272777.12,450780.0,-36.35764,2.7272727,Fin,1,172
2018,1094989.68,1147006.2000000002,-4.7313647,4.316547,Other,3,485
2018,39241.9585,48134.03999999999,-19.834478,2.089337,Hlth,3,76
2018,154780.0,176924.75,-23.243181,4.8128343,Other,3,561
2018,35910.16,349630.76,-89.800255,4.5387993,Fin,1,799
2018,58331.76,106137.6,-44.251476,3.7776163,Telcm,1,631
2018,22096.36,42883.89,-48.60798,7.4933095,Other,3,154
2018,191053.9,372523.4,-48.783924,3.387097,Other,3,572
2018,1622509.57,,-40.584263,3.8405797,Oil,1,214
2018,288839.84,500707.2,-41.161346,4.385965,Other,3,323
2018,50047.44,29648.0,77.64708,2.5148842,Hlth,3,41
2018,24172.26,43390.6515,-44.551,2.8052657,Other,3,581
2018,442771.4,422664.9,2.7872043,3.8283062,Fin,1,728
2018,127209.8,279926.85,-65.27925,5.8252425,Other,3,731
2018,210070.08,583020.0,-64.80007,6.521739,Other,3,765
2018,298397.52,289158.1,-1.5199926,4.75793,BusEq,1,191
2018,425293.56,228455.43,46.349197,5.2699227,Other,3,194
2018,44407.054,347584.2,-94.9829,6.8235292,Other,3,270
2018,188181.73,67644.36,177.1012,4.6280193,Fin,3,326
2018,93442.17,235384.24,-70.94936,5.896057,Other,3,616
2018,235939.5,178052.04,31.580017,3.5714285,FabPr,3,92
2018,132717.52,151725.0,-23.040216,5.6410255,BusEq,3,745
2018,255727.1,171138.75,-10.933694,5.2365804,Other,3,150
2018,52134.0,128772.0,-66.66662,3.6458333,Mines,3,361
2018,89619.75,42633.44,101.28889,6.880229,Meals,3,143
2018,233315.01,228932.52,0.63262516,4.255319,Rtail,1,480
2018,75555.0,96829.6,-38.392727,4.983871,Other,3,337
2018,334322.48,394781.3,-17.746614,5.6179776,Other,3,769
2018,460499.52,546197.72,-19.170906,2.631579,BusEq,1,535
2018,100176.0,204310.4,-51.0205,4.5454545,Other,3,733
2018,132966.75,148109.88,-26.94169,6.213873,Other,3,664
2018,165241.63999999998,131978.1,-10.561335,5.061082,Hlth,3,651
2018,259961.94,196203.69,32.030396,1.9286733,Games,2,794
2018,594194.4,884416.0,-35.095943,5.8551617,Other,3,771
2018,31530.78,61900.35,-51.506664,4.878261,Servs,3,364
2018,150729.53,330651.36,-64.82856,6.576774,Other,3,646
2018,445920.8000000001,764827.38,-43.989666,4.454685,Other,3,611
2018,15136.75,13645.500000000002,-42.363724,8.985926,Other,3,790
2018,51503.98,136765.75,-62.34131,4.0697675,Other,3,285
2018,360277.9200000001,626099.4,-44.561386,4.757282,Rtail,1,671
2018,199083.15,171552.5,-10.000002,6.9060774,Other,3,634
2018,118206.0,256177.25,-55.63031,3.5849056,Telcm,1,222
2018,293896.8,345906.4,-36.842365,7.5342464,Other,3,477
2018,23731498.14,23562037.94,-1.1888893,2.4006622,Telcm,1,423
2018,916160.22,1307237.2,-36.920166,4.233871,Oil,3,374
2018,55967.4,73193.12,-24.513182,3.4246576,Servs,3,19
2018,7893.531,252095.55,-96.868866,7.185629,Other,3,585
2018,21205.31,10404.0425,-76.56464,5.6587796,Hlth,2,199
2018,42521.86,50138.2,-16.145504,2.4074075,Hlth,2,141
2018,261807.39,979600.32,-73.49318,5.0108933,Other,3,405
2018,1079732.5,1173153.76,-12.959233,3.8461537,BusEq,1,792
2018,45811.5,66424.0572,-31.032034,4.3290043,Servs,3,457
2018,73726.08,73489.5,3.1990733,2.054196,Fin,3,100
2018,22005.86,35594.0,-31.377323,2.6666667,Fin,1,670
2018,152534.88,101457.2,46.205364,4.096834,Util,1,236
2018,35117.7192,264475.8,-86.71961,4.951857,Other,3,229
2018,155724.34,298587.65,-51.976036,5.683453,Other,3,697
2018,80892.5,91303.98,-11.710443,3.4136546,Other,3,597
2018,584056.27,775224.3500000002,-24.465975,5.2301254,Other,3,761
2018,294540.37,241192.04,16.540308,4.0816326,Other,3,412
2018,247988.16,155959.06999999998,9.448016,5.7401814,Other,3,262
2018,188068.44,281447.19,-33.736614,4.2944784,Other,3,583
2018,47089.9,59360.85,-56.04923,6.818182,Other,3,772
2018,70976.87999999999,75501.40179999999,-8.460069,2.857143,Other,3,723
2018,230876.0,250320.4,-8.716428,3.8036005,Mines,2,135
2018,100360.59,62637.68,19.92489,6.9514284,Servs,2,629
2018,110783.67,145467.57,-25.544947,5.9001994,Servs,3,708
2018,141285.13,119535.26,2.694006,8.179959,Hlth,3,284
2018,506275.5500000001,207052.74,96.26661,7.0454545,Other,3,283
2018,487490.13,379095.6,17.69182,3.5714285,Other,3,613
2018,57375.45,138761.7,-62.55425,6.639004,Other,3,426
2018,51056.1,115348.56,-56.352455,3.2786884,Chems,1,619
2018,29730.32,128064.0,-76.50005,5.455729,Food,3,146
2018,454593.96,464790.15,-5.9251633,4.605263,Cnstr,1,692
2018,130388.95,219952.78,-44.49253,4.178273,Other,3,376
2018,15094.4,28866.6,-60.591225,7.569328,Hlth,3,678
2018,56621.52,300962.1,-81.257645,5.7017546,Other,3,246
2018,1821068.8,2855694.0,-37.25514,3.7815125,Other,3,244
2018,36430.03,145747.16999999998,-82.19538,6.5416665,Other,3,599
2018,45228.36,65178.0,-30.833296,6.1320753,Other,3,547
2018,65367.60000000001,139638.0,-65.44133,6.5656567,Other,3,768
2018,41918.04,198745.98,-79.4158,6.1320753,Other,3,474
2018,182372.0,139629.66,28.934084,4.7619047,Other,3,776
2018,111905.43,313731.0,-72.87879,6.0,Hlth,3,608
2018,98592.05,272363.0,-73.18983,6.037736,Oil,2,247
2018,210239.0,225841.6,-7.6085124,3.4782608,Trans,2,259
2018,236165.28,151168.36,-21.607363,5.3157897,Oil,1,656
2018,181109.3,312482.17,-44.082806,3.1862745,BusEq,1,537
2018,229878.8,175426.44,5.6702323,5.327869,Hlth,3,149
2018,13390.56,60214.472,-77.822945,3.75,Other,3,553
2018,25382.76,20519.72,-79.615425,5.700565,Hlth,3,746
2018,108953.85,131970.1,-17.741888,5.769231,Hshld,1,481
2018,9612.0,13219.12,-27.614061,6.1538463,Other,3,180
2018,135331.56,206364.21,-32.258057,4.155496,Servs,1,419
2018,17624.72,22488.47700000001,-22.742886,3.3031502,Hlth,3,47
2018,44954.0,30095.91,45.593414,4.637681,Other,3,648
2018,3384166.23,3133504.0,-1.750203,3.0379746,Other,3,256
2018,56767.25,169602.44999999998,-66.666534,5.769231,Other,3,662
2018,50096.25,49149.75,7.8412967,2.631579,BusEq,2,51
2018,1111805.6,306971.28,180.30168,4.942966,Other,3,157
2018,1120929.67,1713413.1,-36.319706,4.1916165,Fin,1,726
2018,72605.9,28277.9,25.122736,7.0621467,Other,3,785
2018,73690.9,74385.92,-9.439001,4.4313726,Telcm,3,672
2018,198807.45,254621.07,-35.77231,5.5072465,Rtail,1,209
2018,100195.92,278900.31,-65.04826,3.7974684,Other,3,205
2018,220587.01,302745.0,-42.133644,5.084746,Servs,1,539
2018,62874.5,187469.1,-66.666985,6.707317,Other,3,640
2018,34049.700000000004,41045.4,-18.182047,4.0531178,Fin,3,89
2018,90114.75,66870.90000000001,34.44428,4.114706,Other,3,602
2018,25904.76,317750.8,-91.746574,4.961832,Whlsl,3,46
2018,119123.29,6860.81,1521.6578,10.74469,Telcm,3,156
2018,50839.92000000001,276030.72,-81.632835,4.9689984,Other,3,551
2018,23635.26,446724.99,-94.915215,6.792453,Oil,1,251
2018,67224.48,52396.3,49.56486,3.2258065,Hlth,2,173
2018,60658.4,324185.4,-82.06358,6.2080746,Other,3,368
2018,4855.0,17730.149999999998,-75.55012,7.246377,Other,3,367
2018,7154.400000000002,27013.5,-93.623146,7.1583514,Mines,3,441
2018,26986.08,54140.4,-46.10787,3.75,Fin,1,240
2018,49746.7,203454.09,-78.446175,6.4935064,Hlth,3,253
2018,4814.28,8491.947100000001,-50.948822,5.821727,Servs,3,305
2018,182245.14,103070.475,14.074201,5.5555553,Other,3,193
2018,189304.96,93109.17,99.463165,5.7109375,Servs,1,570
2018,16936.36,12875.0333,-83.39822,6.6893907,Other,3,195
2018,69501.4,93323.52,-24.478704,5.581395,Rtail,3,560
2018,13599.32,14826.015,-8.337798,3.487805,Hlth,2,355
2018,122990.3488,315826.49000000005,-74.03891,8.284023,Rtail,3,301
2018,8450.0,12409.208299999998,-32.969173,3.9178007,FabPr,3,749
2018,35120.19,78119.25,-55.272617,4.0358744,Servs,3,271
2018,49676.4,112663.2,-61.53894,4.013378,Other,3,454
2018,37531.15,61539.42000000001,-42.194393,6.3654823,Other,3,458
2018,86920.90999999999,64893.28000000001,28.452023,3.8961039,Other,3,791
2018,43221.44,34835.64,9.734517,4.7711864,Other,3,450
2018,309758.49000000005,345979.19999999995,-11.071429,6.1406846,Servs,2,545
2018,18818.73,59335.2,-81.19381,6.8965516,Other,3,744
2018,165371.57,88854.75,-18.357891,5.484429,Servs,3,249
2018,5483.01,50370.55,-95.68779,6.25,Other,3,734
2018,28890.618,156673.3,-81.77326,6.858407,Other,3,429
2018,7123.893499999999,17664.63,-62.669903,6.5142856,Servs,3,310
2018,138494.6,35059.1,234.70697,5.94382,Mines,3,359
2018,204673.86,207872.46,-2.6204152,7.6923075,Other,3,216
2018,48355.26,59025.2,-18.077148,5.4054055,Other,3,339
2018,65872.19200000001,250198.32,-93.12678,6.174745,ElcEq,1,796
2018,63956.35,77965.86,-38.43538,6.2015505,Hlth,2,750
2018,11012.0162,58828.0,-81.57403,5.5319147,Txtls,3,58
2018,87294.0,26711.3647,102.6887,3.8098361,Food,3,496
2018,107369.43,107111.4,-1.3639586,5.714286,Rtail,3,84
2018,44457.95,33582.5,19.473862,5.8139534,Other,3,702
2018,119247.75,84290.25,36.364334,4.869565,Other,3,321
2018,42131.8716,309083.94,-90.299706,8.39416,Hlth,2,215
2018,7685.666999999998,26896.869,-77.46913,5.164319,Other,3,806
2018,9359.35,9059.05,3.315326,6.316602,Other,3,506
2018,20847.44,35194.6,-40.869606,4.3186855,Servs,3,598
2018,47025.3506,146799.42,-68.93818,7.206731,Other,3,751
2018,54301.05,34630.200000000004,-5.000008,6.3157897,Other,3,710
2018,57761.44,89203.2,-35.652245,5.1282053,Other,3,275
2018,27230.94,56192.4,-71.666725,6.6592593,Other,3,292
2018,14637.0,16601.6,-53.125114,7.246377,Hlth,3,383
2018,14056.59,26391.75,-92.15583,6.976744,Whlsl,3,773
2018,6215.9758,13505.94,-94.064384,8.784531,Hlth,3,529
2018,31842.16,16082.9487,-74.40588,6.338028,Other,3,427
2018,121492.71,74392.56,51.484917,7.5114155,Other,3,674
2018,11239.8,10577.55,-72.162796,7.4545455,Other,3,789
2018,8854.84,9306.72,-6.762477,5.078125,Other,3,415
2018,179670.4,601618.2799999999,-70.33893,7.142857,Oil,1,500
2018,28724.67,35740.11,-20.409168,5.806452,Whlsl,2,590
2018,3506.252400000001,13144.54,-85.890205,7.1981983,Other,3,274
2018,51468.8328,112545.84,-55.05068,4.8128343,Fin,3,459
2018,39695.04,79354.0,-73.33351,6.6666665,Other,3,564
2018,13146.5334,67660.8,-80.825,4.647059,Mines,3,514
2018,28251.4143,550051.8,-94.8924,6.185567,Other,3,254
2018,109987.52,28144.133,75.09214,7.7380953,Other,3,522
2018,162715.77,34486.10000000001,33.636074,6.8292685,Whlsl,3,438
2018,17155.04,82544.0,-80.571495,6.906542,Servs,3,677
2018,67595.52799999999,110073.3,-53.63874,5.5555553,Other,3,712
2018,6557.3899999999985,2711.06,-89.72729,10.223986,Oil,2,622
2018,5797.0,20732.800000000007,-95.74998,9.976234,Other,3,288
2018,35398.89,99697.6,-73.12501,5.6234846,Other,3,518
2018,13243.57,117303.36,-93.30985,6.7484665,Other,3,469
2018,34508.58,121839.75,-72.444405,6.818182,Servs,2,685
2018,41284.48,57716.75,-60.615623,6.372549,Servs,3,788
2018,5963.940000000001,8369.449,-67.68078,7.9434447,Other,3,342
2018,317662.8,630576.0,-56.249935,6.25,Oil,1,621
2018,16243.38,21916.98,-25.903854,4.9122806,Hshld,3,93
2018,19836.96,39348.27,-57.692413,4.6666665,Carry,2,416
2018,2380.35,22961.475,-91.35806,7.614213,Rtail,3,552
2018,14244.8,47878.08,-74.842766,4.759104,Servs,3,709
2018,28250.3,73151.6,-62.209404,5.8139534,Food,3,558
2018,43698.5,55321.4,-21.010277,5.7971015,Servs,3,152
2018,23108.1124,67215.04,-79.23695,5.6,Other,3,600
2018,50255.58,67910.90000000001,-26.277279,6.25,Other,3,245
2018,15475.32,20200.42,-24.576525,3.6384616,Paper,3,178
2018,10624.44,8600.9324,4.6898394,6.1135373,Rtail,3,649
2018,32204.97,42974.4,-39.374535,4.4486594,Servs,3,375
2018,45336.9,71198.4,-41.66677,6.557377,Servs,3,210
2018,10476.6,6064.24,-95.879135,8.661417,Other,3,739
2018,6175.996200000001,9683.52,-40.972958,6.766917,BusEq,3,380
2018,12317.9364,29590.2,-59.30005,6.6666665,BusEq,2,18
2018,15096.7344,47384.22,-73.44391,5.202312,Hlth,3,54
2018,7334.6,22825.570000000003,-88.68615,6.8076925,Servs,3,658
2018,12339.2425,11048.4,10.271834,8.024692,Fin,3,607
2018,21144.25,29997.5,-36.15369,3.1746032,Mines,2,764
2018,112717.667,146492.82,-28.574068,5.504587,Fin,3,422
2018,39564.2016,84875.6,-57.888252,5.6,Games,3,497
2018,9243.344000000001,51159.8,-91.16582,8.279202,Other,3,645
2018,8314.720000000001,26566.38,-76.0145,9.097664,Other,3,434
2018,8115.331,13096.528,-67.16745,6.975933,Other,3,573
2018,160711.32,190590.03,-16.831217,7.3170733,Whlsl,2,781
2018,3468.465,19874.32,-82.57046,7.074013,Other,3,486
2018,22843.17,65909.875,-65.47956,5.263158,Rtail,3,36
2018,43157.4,25005.76,50.000576,6.4128256,BusEq,3,34
2018,6841.0819999999985,24308.55,-75.047646,5.8252425,Other,3,763
2018,6709.691999999999,51333.8,-86.91899,7.3170733,Hlth,3,435
2018,5960.963100000001,62111.53000000001,-90.54728,8.752188,Other,3,740
2018,3922.92,9881.94,-94.49539,8.892182,Hlth,3,519
2018,106196.1,50015.0,-62.142677,5.318097,Hlth,3,381
2018,15158.0103,104261.5,-85.83726,6.9333334,Other,3,787
2018,31210.54,35231.05,-70.671104,6.701628,Other,3,805
2018,11972.14,16156.5,-90.62216,8.525346,Other,3,430
2018,20100.0417,32882.6852,-42.55909,6.579813,Oil,2,758
2018,24885.9228,33332.6,-75.275734,6.586933,Other,3,525
2018,19797.7143,91960.34,-78.59108,8.19209,Hlth,3,592
2018,99881.22,25130.91780000001,141.11151,8.661417,Fin,2,494
2018,12382.3476,25083.933,-50.60132,5.1546392,Whlsl,2,2
2018,9998.3664,108113.2,-92.54316,7.887931,Other,3,338
2018,3981.4029,47211.5682,-95.868286,8.927368,Other,3,520
2018,12081.7705,16233.54,-85.758865,7.0035086,Other,3,300
2018,11498.8432,1946.5915,136.72946,7.942464,Oil,2,444
2018,14078.7858,20442.4759,-57.458675,8.687381,Hlth,2,189
2018,5839.647,24133.14000000001,-80.8025,6.4505725,Other,3,431
2018,44777.061,53104.59,-41.681484,6.972603,Games,2,536
2018,35497.323,393396.8,-93.03178,5.7894735,Hlth,3,20
2018,4683.7379999999985,28202.4,-90.20831,8.709182,Hlth,3,752
2018,11267.1727,29676.27,-82.971664,8.149867,Other,3,562
2018,5778.118100000002,32616.0,-91.10335,8.231708,FabPr,3,85
2018,5629.1664,8768.946880000001,-89.09229,8.333333,Other,3,786
2018,13876.6,60581.6835,-77.275406,8.941176,Servs,2,443
2018,14105.79,5925.614000000001,5.4106135,10.298245,Other,3,505
2018,5046.58,3714.27,-98.61757,13.461538,Other,3,584
2018,38154.622,7286.08,-94.8604,10.0,FabPr,3,320
2018,5497.44,36488.58,-88.61323,10.0,Telcm,3,133
2018,9423.449,17665.83,-65.89734,8.069164,Mines,2,219
2018,5975.275600000001,6666.014399999999,-96.464165,9.259259,Mines,2,370
2018,4856.076,104943.06,-95.37634,7.9351535,Fin,3,411
2018,268790.94,160544.55000000002,61.45153,3.962704,Other,3,641
2018,61057.55,69713.7091,-6.2189426,0.72115386,Fin,3,15
2018,143812.44,59384.78000000001,-4.495335,1.9753886,Other,3,158
2018,698269.6,,-19.873262,4.0713415,Hlth,1,5
2019,8500651.998669999,4677850.28592,82.80714,1.6764202,Telcm,1,795
2019,15789464.592479998,14413324.94425,10.126178,1.5804513,Fin,1,64
2019,1394032.5,1373221.27706,2.1549942,1.7158037,Util,3,99
2019,5121989.232480002,4005402.04377,41.6382,1.602236,Fin,3,50
2019,101855155.98024,64219129.38,70.221146,1.6339207,Telcm,3,151
2019,10851481.87038,5414585.0,100.36469,1.9878234,Servs,1,94
2019,2028400.97859,1266670.58,60.72697,2.937609,Food,3,130
2019,24968629.320000004,15931247.32,54.92165,1.601409,Servs,1,171
2019,53245553.88600001,31924365.000000004,58.56277,2.4215925,Servs,1,303
2019,15539555.83601,15892468.9,-3.4643638,2.2641196,BusEq,1,618
2019,12967721.723439999,9987133.12,32.18201,2.4185221,Fin,3,117
2019,401070.03381,323154.0,24.110859,1.6636206,Books,3,26
2019,22652556.25,17870837.29881,22.77681,2.1174757,BusEq,1,308
2019,10260992.0,8174575.74,34.00264,1.6836318,Whlsl,1,202
2019,15461719.82399,7177284.3,116.2197,2.546455,Servs,1,569
2019,1287643166.50041,746079172.5180299,88.96627,1.5455853,BusEq,3,574
2019,142568803.914,122564232.0,27.621635,1.5500759,Hlth,3,420
2019,448566.8,421779.44133,7.424767,1.5608332,Fin,3,145
2019,27463150.0,24111678.49,2.986978,2.5793185,Servs,3,333
2019,494036750.0,314939267.94,56.57322,1.8868027,BusEq,3,298
2019,11665617.6,6265584.09,82.88126,1.9947382,Servs,1,264
2019,51019115.99306,46557744.4615,14.767982,1.4783715,Carry,1,136
2019,15106987.5,10965259.36,40.180607,2.1808043,Rtail,1,463
2019,126472341.0,97806850.56,36.7187,1.1861929,Whlsl,1,9
2019,16426406.999999998,12749724.0,33.87993,1.5710337,Hlth,1,138
2019,6787128.5,4932639.36,26.06391,2.9011772,Servs,1,691
2019,3482703.0,2714532.66,28.991526,1.7608147,Food,3,1
