RET,date_m,year,notPERMNO
0.071409,201901,2019,212
-0.00063,201902,2019,212
0.044913,201903,2019,212
0.023089,201904,2019,212
-0.010334,201905,2019,212
0.014312,201906,2019,212
-0.017993,201907,2019,212
0.030215,201908,2019,212
0.034541,201909,2019,212
-0.036451,201910,2019,212
-0.078991,201911,2019,212
0.084119,201912,2019,212
0.012123,202001,2020,212
-0.109938,202002,2020,212
0.0007,202003,2020,212
-0.020408,202004,2020,212
-0.000548,202005,2020,212
-0.090339,202006,2020,212
-0.061634,202007,2020,212
-0.055952,202008,2020,212
-0.075374,202009,2020,212
0.053383,202010,2020,212
0.141328,202011,2020,212
0.011413,202012,2020,212
0.137081,201901,2019,213
0.078925,201902,2019,213
-0.014871,201903,2019,213
0.052224,201904,2019,213
-0.147732,201905,2019,213
0.16697,201906,2019,213
-0.012086,201907,2019,213
-0.141673,201908,2019,213
0.056552,201909,2019,213
0.036989,201910,2019,213
0.101133,201911,2019,213
0.021341,201912,2019,213
-0.115672,202001,2020,213
-0.25865,202002,2020,213
-0.142288,202003,2020,213
0.013935,202004,2020,213
0.049084,202005,2020,213
-0.091079,202006,2020,213
-0.070007,202007,2020,213
-0.028782,202008,2020,213
-0.146657,202009,2020,213
-0.101514,202010,2020,213
0.401388,202011,2020,213
0.105375,202012,2020,213
0.260442,201901,2019,214
0.247563,201902,2019,214
-0.0195,201903,2019,214
0.073836,201904,2019,214
-0.079223,201905,2019,214
0.025195,201906,2019,214
-0.041467,201907,2019,214
0.051581,201908,2019,214
-0.005506,201909,2019,214
-0.00641,201910,2019,214
-0.029806,201911,2019,214
-0.045226,201912,2019,214
-0.103509,202001,2020,214
-0.403131,202002,2020,214
-0.691541,202003,2020,214
0.84234,202004,2020,214
0.10303,202005,2020,214
-0.087912,202006,2020,214
-0.03012,202007,2020,214
-0.086957,202008,2020,214
-0.336327,202009,2020,214
0.019168,202010,2020,214
0.77009,202011,2020,214
0.335227,202012,2020,214
0.266464,201901,2019,215
0.255,201902,2019,215
-0.104383,201903,2019,215
0.013879,201904,2019,215
-0.087399,201905,2019,215
-0.254231,201906,2019,215
0.002321,201907,2019,215
0.27965,201908,2019,215
0.007439,201909,2019,215
-0.26382,201910,2019,215
0.272974,201911,2019,215
0.241482,201912,2019,215
0.193825,202001,2020,215
-0.144828,202002,2020,215
-0.302755,202003,2020,215
0.466024,202004,2020,215
-0.118179,202005,2020,215
0.187139,202006,2020,215
0.632909,202007,2020,215
-0.311538,202008,2020,215
0.336592,202009,2020,215
-0.200627,202010,2020,215
0.202614,202011,2020,215
0.728261,202012,2020,215
0.192825,201901,2019,216
0.0,201902,2019,216
-0.733308,201903,2019,216
-0.09642,201904,2019,216
-0.093604,201905,2019,216
0.118761,201906,2019,216
0.107231,201907,2019,216
-0.027373,201908,2019,216
0.031429,201909,2019,216
-0.126039,201910,2019,216
-0.241521,201911,2019,216
0.044714,201912,2019,216
-0.17,202001,2020,216
-0.277108,202002,2020,216
-0.474333,202003,2020,216
-0.292327,202004,2020,216
-0.225806,202005,2020,216
1.194444,202006,2020,216
-0.552743,202007,2020,216
0.015539,201901,2019,217
-0.043693,201902,2019,217
-0.060267,201903,2019,217
0.028755,201904,2019,217
-0.15263,201905,2019,217
0.035807,201906,2019,217
-0.111041,201907,2019,217
-0.115249,201908,2019,217
-0.033031,201909,2019,217
0.034711,201910,2019,217
0.040202,201911,2019,217
0.031738,201912,2019,217
0.018854,202001,2020,217
-0.30728,202002,2020,217
-0.546924,202003,2020,217
0.165244,202004,2020,217
-0.137816,202005,2020,217
0.374517,202006,2020,217
-0.111798,202007,2020,217
0.13093,202008,2020,217
-0.099553,202009,2020,217
0.091304,202010,2020,217
0.287991,202011,2020,217
0.080424,202012,2020,217
0.172581,201901,2019,218
-0.072554,201902,2019,218
0.040679,201903,2019,218
-0.023196,201904,2019,218
-0.168865,201905,2019,218
-0.049206,201906,2019,218
-0.164162,201907,2019,218
-0.143143,201908,2019,218
-0.137529,201909,2019,218
-0.146847,201910,2019,218
0.215417,201911,2019,218
-0.048653,201912,2019,218
0.026484,202001,2020,218
0.127224,202002,2020,218
-0.162589,202003,2020,218
0.313855,202004,2020,218
-0.017217,202005,2020,218
-0.027737,202006,2020,218
0.084835,202007,2020,218
-0.101038,202008,2020,218
-0.215166,202009,2020,218
-0.083865,202010,2020,218
0.514989,202011,2020,218
-0.10106,202012,2020,218
0.323308,201901,2019,219
-0.090909,201902,2019,219
0.3125,201903,2019,219
0.190476,201904,2019,219
-0.256,201905,2019,219
0.021505,201906,2019,219
-0.23,201907,2019,219
-0.274094,201908,2019,219
0.002825,201909,2019,219
-0.180282,201910,2019,219
-0.358534,201911,2019,219
0.576429,201912,2019,219
0.68985,202001,2020,219
-0.329669,202002,2020,219
-0.1898,202003,2020,219
0.262651,202004,2020,219
0.129814,202005,2020,219
0.64371,202006,2020,219
-0.152542,202007,2020,219
0.416149,202008,2020,219
-0.052632,202009,2020,219
-0.113889,202010,2020,219
0.07628,202011,2020,219
0.009709,202012,2020,219
0.122861,201901,2019,220
-0.056143,201902,2019,220
-0.034833,201903,2019,220
0.017043,201904,2019,220
-0.235748,201905,2019,220
0.215047,201906,2019,220
0.009127,201907,2019,220
-0.117929,201908,2019,220
0.234505,201909,2019,220
0.052675,201910,2019,220
-0.043471,201911,2019,220
-0.006431,201912,2019,220
-0.095436,202001,2020,220
-0.119266,202002,2020,220
-0.501898,202003,2020,220
0.358171,202004,2020,220
0.113466,202005,2020,220
0.063745,202006,2020,220
0.021937,202007,2020,220
-0.056545,202008,2020,220
-0.172589,202009,2020,220
0.005453,202010,2020,220
0.337627,202011,2020,220
0.063786,202012,2020,220
0.035847,201901,2019,221
0.291667,201901,2019,222
-0.076246,201902,2019,222
-0.222222,201903,2019,222
-0.126531,201904,2019,222
0.079439,201905,2019,222
0.021645,201906,2019,222
-0.080508,201907,2019,222
-0.078341,201908,2019,222
0.175,201909,2019,222
0.004255,201910,2019,222
-0.09322,201911,2019,222
0.014019,201912,2019,222
0.525346,202001,2020,222
0.154079,202002,2020,222
-0.594241,202003,2020,222
0.735484,202004,2020,222
-0.018587,202005,2020,222
0.265151,202006,2020,222
-0.188623,202007,2020,222
-0.077491,202008,2020,222
-0.032,202009,2020,222
-0.095051,202010,2020,222
0.558139,202011,2020,222
-0.026866,202012,2020,222
0.146866,201901,2019,223
0.04401,201902,2019,223
-0.136205,201903,2019,223
0.02907,201904,2019,223
-0.096559,201905,2019,223
0.032594,201906,2019,223
-0.020371,201907,2019,223
-0.09142,201908,2019,223
0.013608,201909,2019,223
-0.114117,201910,2019,223
-0.117566,201911,2019,223
0.027843,201912,2019,223
-0.073671,202001,2020,223
-0.152774,202002,2020,223
-0.215806,202003,2020,223
-0.018922,202004,2020,223
0.185325,202005,2020,223
-0.172621,202006,2020,223
-0.012398,202007,2020,223
0.051515,202008,2020,223
0.017291,202009,2020,223
-0.140024,202010,2020,223
0.551529,202011,2020,223
0.084926,202012,2020,223
0.31462,201901,2019,224
-0.117438,201902,2019,224
-0.144153,201903,2019,224
0.014134,201904,2019,224
-0.147503,201905,2019,224
0.209809,201906,2019,224
-0.14527,201907,2019,224
-0.177866,201908,2019,224
-0.096154,201909,2019,224
-0.062057,201910,2019,224
-0.020794,201911,2019,224
0.216797,201912,2019,224
-0.05618,202001,2020,224
-0.205782,202002,2020,224
-0.164859,202003,2020,224
-0.181818,202004,2020,224
0.101587,202005,2020,224
-0.131965,202006,2020,224
0.077703,202007,2020,224
0.141066,202008,2020,224
-0.044693,202009,2020,224
0.020468,202010,2020,224
0.30659,202011,2020,224
-0.033333,202012,2020,224
0.046809,201901,2019,225
-0.065041,201902,2019,225
0.113043,201903,2019,225
0.201172,201904,2019,225
-0.229268,201905,2019,225
0.046414,201906,2019,225
-0.177419,201907,2019,225
0.230392,201908,2019,225
-0.071713,201909,2019,225
-0.330472,201910,2019,225
0.144231,201911,2019,225
0.154062,201912,2019,225
0.106329,201901,2019,226
-0.028604,201902,2019,226
0.035336,201903,2019,226
-0.039818,201904,2019,226
0.163507,201905,2019,226
0.130346,201906,2019,226
-0.051351,201907,2019,226
0.044634,201908,2019,226
0.000909,201909,2019,226
0.000908,201910,2019,226
-0.005445,201911,2019,226
0.005474,201912,2019,226
0.004378,201901,2019,227
-0.003425,201902,2019,227
-0.029991,201903,2019,227
0.052496,201904,2019,227
-0.030906,201905,2019,227
0.107357,201906,2019,227
0.03992,201907,2019,227
0.057856,201908,2019,227
0.045101,201909,2019,227
-0.178447,201910,2019,227
0.073509,201911,2019,227
0.07171,201912,2019,227
-0.04487,202001,2020,227
-0.158791,202002,2020,227
-0.67113,202003,2020,227
0.398213,202004,2020,227
0.051136,202005,2020,227
-0.082432,202006,2020,227
-0.150957,202007,2020,227
0.284475,202008,2020,227
-0.018231,202009,2020,227
-0.070151,202010,2020,227
0.704512,202011,2020,227
0.114775,202012,2020,227
0.066594,201901,2019,228
0.044743,201902,2019,228
0.056333,201903,2019,228
-0.006258,201904,2019,228
-0.000469,201905,2019,228
0.073296,201906,2019,228
0.006277,201907,2019,228
0.033121,201908,2019,228
-0.037361,201909,2019,228
-0.009325,201910,2019,228
-0.021559,201911,2019,228
-0.013194,201912,2019,228
0.033757,202001,2020,228
-0.148162,202002,2020,228
-0.195693,202003,2020,228
0.183428,202004,2020,228
0.016391,202005,2020,228
0.021293,202006,2020,228
0.053656,202007,2020,228
0.112796,202008,2020,228
0.07663,202009,2020,228
0.217312,202010,2020,228
0.066493,202011,2020,228
-0.090235,201901,2019,229
-0.051857,201902,2019,229
-0.192262,201903,2019,229
0.02262,201904,2019,229
-0.311118,201905,2019,229
0.038195,201906,2019,229
-0.472745,201907,2019,229
0.389776,201908,2019,229
2.216092,201909,2019,229
0.240172,201910,2019,229
-0.103746,201911,2019,229
-0.332476,201912,2019,229
-0.263969,202001,2020,229
-0.151832,202002,2020,229
-0.649691,202003,2020,229
0.162996,202004,2020,229
0.234848,202005,2020,229
0.180982,202006,2020,229
0.441559,202007,2020,229
0.063063,202008,2020,229
-0.545763,202009,2020,229
0.100746,202010,2020,229
0.037288,202011,2020,229
0.013912,201901,2019,230
0.034809,201902,2019,230
-0.049976,201903,2019,230
0.004767,201904,2019,230
-0.019975,201905,2019,230
0.065478,201906,2019,230
0.013869,201907,2019,230
0.012264,201908,2019,230
-0.014445,201909,2019,230
0.045238,201910,2019,230
0.047881,201911,2019,230
0.000826,201912,2019,230
-0.010426,202001,2020,230
-0.0777,202002,2020,230
-0.231318,202003,2020,230
0.0,202004,2020,230
-0.000938,202005,2020,230
0.079137,202006,2020,230
-0.065507,202007,2020,230
0.002481,202008,2020,230
-0.033416,202009,2020,230
0.070136,202010,2020,230
0.268499,202011,2020,230
0.049048,202012,2020,230
0.133808,201901,2019,232
-0.1875,201902,2019,232
0.06618,201903,2019,232
-0.011286,201904,2019,232
-0.035059,201905,2019,232
0.100127,201906,2019,232
-0.311444,201907,2019,232
-0.327942,201908,2019,232
0.285477,201909,2019,232
0.108457,201910,2019,232
0.339546,201911,2019,232
0.192419,201901,2019,233
0.045033,201902,2019,233
0.010399,201903,2019,233
0.108591,201904,2019,233
-0.08526,201905,2019,233
0.188722,201906,2019,233
-0.038334,201907,2019,233
-0.066618,201908,2019,233
0.071289,201909,2019,233
0.097806,201910,2019,233
0.057119,201911,2019,233
0.03288,201912,2019,233
0.051576,202001,2020,233
-0.097802,202002,2020,233
-0.299595,202003,2020,233
0.114451,202004,2020,233
0.269709,202005,2020,233
0.04872,202006,2020,233
0.196621,202007,2020,233
0.102222,202008,2020,233
0.02902,202009,2020,233
-0.065303,202010,2020,233
0.035489,202011,2020,233
0.026587,202012,2020,233
0.018053,201901,2019,234
0.134927,201902,2019,234
-0.057065,201903,2019,234
0.04351,201904,2019,234
-0.065323,201905,2019,234
0.109294,201906,2019,234
-0.014835,201907,2019,234
-0.075975,201908,2019,234
0.08,201909,2019,234
0.030387,201910,2019,234
0.02815,201911,2019,234
0.070404,201912,2019,234
-0.030637,202001,2020,234
-0.049937,202002,2020,234
-0.218896,202003,2020,234
0.065348,202004,2020,234
-0.051655,202005,2020,234
0.018723,202006,2020,234
-0.088533,202007,2020,234
0.078631,202008,2020,234
-0.054031,202009,2020,234
0.06685,202010,2020,234
0.076395,202011,2020,234
0.066986,202012,2020,234
0.089109,201901,2019,235
0.040606,201902,2019,235
0.008824,201903,2019,235
-0.008746,201904,2019,235
0.008235,201905,2019,235
0.119623,201906,2019,235
-0.052105,201907,2019,235
-0.059411,201908,2019,235
0.057841,201909,2019,235
0.019166,201910,2019,235
0.032633,201911,2019,235
0.043807,201912,2019,235
-0.141451,202001,2020,235
-0.033796,202002,2020,235
-0.204043,202003,2020,235
0.138095,202004,2020,235
0.049512,202005,2020,235
0.073302,202006,2020,235
-0.215539,202007,2020,235
0.185303,202008,2020,235
-0.068895,202009,2020,235
0.008059,202010,2020,235
0.08939,202011,2020,235
-0.007432,202012,2020,235
0.396352,201901,2019,236
0.078385,201902,2019,236
-0.055617,201903,2019,236
0.022353,201904,2019,236
0.083429,201905,2019,236
0.140257,201906,2019,236
0.034742,201907,2019,236
-0.343466,201908,2019,236
0.041899,201909,2019,236
-0.001341,201910,2019,236
0.095973,201911,2019,236
-0.044499,201912,2019,236
-0.064683,202001,2020,236
-0.042877,202002,2020,236
0.04841,202003,2020,236
0.097493,202004,2020,236
0.103426,202005,2020,236
-0.14518,202006,2020,236
0.10462,202007,2020,236
0.097786,202008,2020,236
-0.095023,202009,2020,236
0.03625,202010,2020,236
0.001206,202011,2020,236
-0.121084,202012,2020,236
0.068046,201901,2019,237
0.06357,201902,2019,237
0.046195,201903,2019,237
0.055162,201904,2019,237
-0.107194,201905,2019,237
0.12692,201906,2019,237
-0.040053,201907,2019,237
-0.042845,201908,2019,237
0.03929,201909,2019,237
-0.033785,201910,2019,237
0.010692,201911,2019,237
0.016514,201912,2019,237
0.036426,202001,2020,237
-0.049718,202002,2020,237
-0.157874,202003,2020,237
0.103946,202004,2020,237
-0.073714,202005,2020,237
-0.020802,202006,2020,237
0.123461,202007,2020,237
0.10222,202008,2020,237
0.049139,202009,2020,237
0.035901,202010,2020,237
0.104315,202011,2020,237
0.060644,202012,2020,237
0.149679,201901,2019,238
0.094234,201902,2019,238
-0.069688,201903,2019,238
0.088522,201901,2019,239
0.33666,201902,2019,239
0.036845,201903,2019,239
0.138534,201904,2019,239
-0.292696,201905,2019,239
0.09301,201906,2019,239
-0.021065,201907,2019,239
-0.139206,201908,2019,239
0.070129,201909,2019,239
0.070438,201910,2019,239
0.560155,201911,2019,239
-0.041684,201912,2019,239
-0.135252,202001,2020,239
-0.168033,202002,2020,239
0.043638,202003,2020,239
0.144441,202004,2020,239
0.139974,202005,2020,239
-0.053414,202006,2020,239
0.061526,202007,2020,239
-0.016999,202008,2020,239
-0.083026,202009,2020,239
0.113705,202010,2020,239
0.338883,202011,2020,239
0.122526,202012,2020,239
0.221591,201901,2019,240
0.00939,201902,2019,240
-0.023256,201903,2019,240
-0.014286,201904,2019,240
-0.039024,201905,2019,240
-0.111675,201906,2019,240
-0.102857,201907,2019,240
0.225806,201908,2019,240
-0.010526,201909,2019,240
-0.079787,201910,2019,240
-0.011696,201911,2019,240
0.029586,201912,2019,240
0.103448,202001,2020,240
-0.147368,202002,2020,240
-0.216049,202003,2020,240
1.824,202004,2020,240
-0.096317,202005,2020,240
-0.103448,202006,2020,240
0.223776,202007,2020,240
0.222857,202008,2020,240
-0.002337,202009,2020,240
-0.077283,202010,2020,240
0.175127,202011,2020,240
0.354212,202012,2020,240
0.255708,201901,2019,241
0.104473,201902,2019,241
-0.039449,201903,2019,241
0.129733,201904,2019,241
-0.144656,201905,2019,241
0.072303,201906,2019,241
0.060477,201907,2019,241
-0.035606,201908,2019,241
0.055482,201909,2019,241
0.060998,201910,2019,241
0.117438,201911,2019,241
0.052589,201912,2019,241
-0.06617,202001,2020,241
-0.190619,202002,2020,241
-0.425708,202003,2020,241
0.493343,202004,2020,241
0.082289,202005,2020,241
-0.084827,202006,2020,241
0.029802,202007,2020,241
0.118238,202008,2020,241
-0.040773,202009,2020,241
0.06376,202010,2020,241
0.318116,202011,2020,241
0.077672,202012,2020,241
0.064177,201901,2019,242
-0.039108,201902,2019,242
0.114873,201903,2019,242
0.09246,201904,2019,242
0.006246,201905,2019,242
0.08473,201906,2019,242
-0.086123,201907,2019,242
-0.171572,201908,2019,242
0.174603,201909,2019,242
-0.035071,201910,2019,242
0.072357,201911,2019,242
0.03296,201912,2019,242
-0.032812,202001,2020,242
-0.078743,202002,2020,242
-0.380068,202003,2020,242
0.308447,202004,2020,242
0.191587,202005,2020,242
-0.121985,202006,2020,242
0.186704,202007,2020,242
0.0369,202008,2020,242
-0.046263,202009,2020,242
0.209295,202010,2020,242
0.190743,202011,2020,242
0.183981,202012,2020,242
0.412027,201901,2019,243
0.194006,201902,2019,243
-0.180317,201903,2019,243
-0.2639,201904,2019,243
-0.191024,201905,2019,243
0.006089,201906,2019,243
-0.290518,201907,2019,243
-0.468246,201908,2019,243
-0.299465,201909,2019,243
-0.193384,201910,2019,243
3.709779,201911,2019,243
-0.301741,201912,2019,243
-0.204796,202001,2020,243
-0.091677,202002,2020,243
-0.155378,202003,2020,243
0.196541,202004,2020,243
-0.09067,202005,2020,243
-0.024566,202006,2020,243
-0.142222,202007,2020,243
-0.100173,202008,2020,243
0.119002,202009,2020,243
-0.154374,202010,2020,243
-0.002028,202011,2020,243
-0.02439,202012,2020,243
0.178125,201901,2019,244
-0.132626,201902,2019,244
0.085627,201903,2019,244
-0.008451,201904,2019,244
0.002841,201905,2019,244
0.014164,201906,2019,244
-0.120112,201907,2019,244
-0.212698,201908,2019,244
0.072581,201909,2019,244
0.045113,201910,2019,244
0.043166,201911,2019,244
-0.175862,201912,2019,244
0.205021,202001,2020,244
-0.534722,202002,2020,244
-0.268507,202003,2020,244
0.244644,202004,2020,244
0.045082,202005,2020,244
-0.289412,202006,2020,244
-0.15287,202007,2020,244
1.073616,202008,2020,244
-0.359095,202009,2020,244
-0.04951,202010,2020,244
0.555441,202011,2020,244
0.259781,202012,2020,244
0.178218,201901,2019,245
-0.159832,201902,2019,245
0.15023,201903,2019,245
-0.056522,201904,2019,245
0.078341,201905,2019,245
0.0,201906,2019,245
-0.008547,201907,2019,245
0.025862,201908,2019,245
-0.019737,201901,2019,246
0.134228,201902,2019,246
0.142012,201903,2019,246
-0.11399,201904,2019,246
0.02924,201905,2019,246
-0.159091,201906,2019,246
0.195946,201907,2019,246
-0.090395,201908,2019,246
-0.012422,201909,2019,246
-0.069182,201910,2019,246
0.027027,201911,2019,246
0.664474,201912,2019,246
-0.351779,202001,2020,246
-0.164634,202002,2020,246
-0.310625,202003,2020,246
0.095294,202004,2020,246
0.494092,202005,2020,246
0.185478,202006,2020,246
-0.137659,202007,2020,246
0.072433,202008,2020,246
-0.093771,202009,2020,246
0.044501,202010,2020,246
0.045376,202011,2020,246
1.366468,202012,2020,246
0.583942,201901,2019,247
-0.170507,201902,2019,247
-0.35,201903,2019,247
0.094017,201904,2019,247
-0.429687,201905,2019,247
-0.164384,201906,2019,247
-0.498197,201907,2019,247
-0.019601,201908,2019,247
0.10963,201909,2019,247
-0.339339,201910,2019,247
-0.324545,201911,2019,247
1.557201,201912,2019,247
-0.426579,202001,2020,247
0.237724,202002,2020,247
-0.357805,202003,2020,247
0.327945,202004,2020,247
-0.214783,202005,2020,247
0.115143,201901,2019,248
-0.003471,201902,2019,248
-0.01219,201903,2019,248
0.06082,201904,2019,248
-0.188616,201905,2019,248
0.069124,201906,2019,248
0.044061,201907,2019,248
0.034862,201908,2019,248
-0.007535,201909,2019,248
-0.204109,201910,2019,248
-0.020202,201911,2019,248
0.33677,201912,2019,248
-0.220651,202001,2020,248
-0.104453,202002,2020,248
-0.309392,202003,2020,248
0.552,202004,2020,248
-0.032073,202005,2020,248
-0.123077,202006,2020,248
0.227395,202007,2020,248
0.101704,202008,2020,248
-0.061876,202009,2020,248
-0.057979,202010,2020,248
0.246189,202011,2020,248
-0.12415,202012,2020,248
0.47929,201901,2019,249
0.608,201902,2019,249
0.131841,201903,2019,249
0.002198,201904,2019,249
-0.140351,201905,2019,249
-0.334184,201906,2019,249
0.340996,201907,2019,249
-0.388571,201908,2019,249
-0.397196,201909,2019,249
-0.713178,201910,2019,249
0.178378,201911,2019,249
0.002982,201912,2019,249
0.522982,202001,2020,249
-0.159159,202002,2020,249
-0.264286,202003,2020,249
0.53835,202004,2020,249
-0.311928,202005,2020,249
0.421922,202006,2020,249
0.124012,202007,2020,249
-0.02439,202008,2020,249
-0.004706,202009,2020,249
-0.079639,202010,2020,249
0.049724,201901,2019,250
-0.097368,201902,2019,250
-0.099125,201903,2019,250
-0.022654,201904,2019,250
-0.125828,201905,2019,250
0.098485,201906,2019,250
0.144828,201907,2019,250
-0.253012,201908,2019,250
-0.028226,201909,2019,250
-0.020747,201910,2019,250
-0.084746,201911,2019,250
0.328704,201912,2019,250
-0.400697,202001,2020,250
-0.372093,202002,2020,250
-0.648333,202003,2020,250
1.869932,202004,2020,250
-0.22156,202005,2020,250
-0.183264,202006,2020,250
0.093795,202007,2020,250
0.078496,202008,2020,250
-0.400612,202009,2020,250
-0.179592,202010,2020,250
0.468906,202011,2020,250
0.668078,202012,2020,250
-0.02963,201901,2019,251
0.080176,201901,2019,252
0.006525,201902,2019,252
0.062399,201903,2019,252
0.059497,201904,2019,252
-0.225342,201905,2019,252
0.069703,201906,2019,252
-0.092963,201907,2019,252
0.030651,201908,2019,252
-0.015799,201909,2019,252
-0.057602,201910,2019,252
-0.014028,201911,2019,252
0.396341,201912,2019,252
-0.130277,202001,2020,252
-0.219247,202002,2020,252
-0.673098,202003,2020,252
1.009836,202004,2020,252
-0.075041,202005,2020,252
0.12522,202006,2020,252
-0.064263,202007,2020,252
-0.068677,202008,2020,252
-0.118705,202009,2020,252
-0.059184,202010,2020,252
0.544468,202011,2020,252
0.144663,202012,2020,252
1.406977,201901,2019,253
0.009662,201902,2019,253
-0.148325,201903,2019,253
-0.106742,201904,2019,253
0.08805,201905,2019,253
-0.132948,201906,2019,253
-0.086667,201907,2019,253
0.321168,201908,2019,253
-0.220994,201909,2019,253
0.0,201910,2019,253
0.460993,201911,2019,253
0.247573,201912,2019,253
-0.124514,202001,2020,253
-0.048889,202002,2020,253
-0.116822,202003,2020,253
0.116402,202004,2020,253
0.374408,202005,2020,253
-0.075862,202006,2020,253
0.035448,202007,2020,253
0.425225,202008,2020,253
0.021492,202009,2020,253
-0.455446,202010,2020,253
0.25,202011,2020,253
0.152727,202012,2020,253
1.812994,201901,2019,254
-0.749688,201902,2019,254
0.063775,201901,2019,255
-0.073371,201902,2019,255
-0.032349,201903,2019,255
0.034597,201904,2019,255
-0.205899,201905,2019,255
0.095103,201906,2019,255
-0.04623,201907,2019,255
-0.139524,201908,2019,255
0.018163,201909,2019,255
0.044467,201910,2019,255
-0.210396,201911,2019,255
0.069718,201912,2019,255
-0.100724,202001,2020,255
-0.141654,202002,2020,255
-0.258422,202003,2020,255
0.148361,202004,2020,255
-0.034552,202005,2020,255
-0.014004,202006,2020,255
0.064177,202007,2020,255
0.155215,202008,2020,255
-0.161746,202009,2020,255
-0.024502,202010,2020,255
0.365777,202011,2020,255
0.102682,202012,2020,255
0.139949,201901,2019,256
0.165179,201902,2019,256
0.021073,201903,2019,256
0.061914,201904,2019,256
0.111307,201905,2019,256
-0.025437,201906,2019,256
0.040783,201907,2019,256
-0.105016,201908,2019,256
0.019264,201909,2019,256
0.060137,201910,2019,256
0.009724,201911,2019,256
-0.017657,201912,2019,256
-0.01634,202001,2020,256
0.114618,202002,2020,256
0.020864,202003,2020,256
0.10073,202004,2020,256
0.213528,202005,2020,256
0.042623,202006,2020,256
0.030398,202007,2020,256
-0.078332,202008,2020,256
0.006622,202009,2020,256
-0.014254,202010,2020,256
-0.082314,202011,2020,256
0.196364,202012,2020,256
0.080394,201901,2019,257
0.058376,201902,2019,257
0.05908,201903,2019,257
0.09613,201904,2019,257
-0.05615,201905,2019,257
0.008556,201906,2019,257
0.006905,201907,2019,257
-0.057798,201908,2019,257
0.095654,201909,2019,257
0.069842,201910,2019,257
0.080628,201911,2019,257
-0.09899,201912,2019,257
0.02487,202001,2020,257
-0.025689,202002,2020,257
-0.276435,202003,2020,257
0.145379,202004,2020,257
0.129238,202005,2020,257
0.08062,202006,2020,257
0.061434,202007,2020,257
-0.04547,202008,2020,257
-0.071588,202009,2020,257
-0.078258,202010,2020,257
0.274373,202011,2020,257
0.051029,202012,2020,257
0.0414,201901,2019,258
0.097608,201902,2019,258
0.073812,201903,2019,258
0.030896,201904,2019,258
-0.068097,201905,2019,258
-0.010752,201906,2019,258
0.031259,201907,2019,258
-0.070229,201908,2019,258
0.061691,201909,2019,258
-0.027778,201910,2019,258
0.026239,201911,2019,258
0.033144,201912,2019,258
-0.041522,202001,2020,258
-0.031653,202002,2020,258
-0.180624,202003,2020,258
0.107027,202004,2020,258
-0.05215,202005,2020,258
0.006432,202006,2020,258
0.012782,202007,2020,258
-0.008114,202008,2020,258
-0.022949,202009,2020,258
-0.001163,202010,2020,258
0.099651,202011,2020,258
0.069342,202012,2020,258
0.162353,201901,2019,259
0.293522,201902,2019,259
-0.014084,201903,2019,259
0.038095,201904,2019,259
-0.027523,201905,2019,259
-0.034591,201906,2019,259
-0.105863,201907,2019,259
-0.111111,201908,2019,259
0.059426,201909,2019,259
0.042553,201910,2019,259
-0.007421,201911,2019,259
0.041122,201912,2019,259
-0.132855,202001,2020,259
-0.089027,202002,2020,259
-0.120455,202003,2020,259
0.105943,202004,2020,259
-0.067757,202005,2020,259
-0.015038,202006,2020,259
0.081425,202007,2020,259
0.242353,202008,2020,259
-0.026515,202009,2020,259
0.0,202010,2020,259
0.151751,202011,2020,259
-0.02027,202012,2020,259
0.092308,201901,2019,260
0.039444,201902,2019,260
-0.066402,201903,2019,260
0.038265,201904,2019,260
-0.013689,201905,2019,260
0.054804,201906,2019,260
0.017615,201907,2019,260
-0.039827,201908,2019,260
-0.004285,201909,2019,260
0.044636,201910,2019,260
-0.004237,201911,2019,260
0.033412,201912,2019,260
-0.024231,202001,2020,260
-0.074497,202002,2020,260
-0.360406,202003,2020,260
0.237714,202004,2020,260
-0.070637,202005,2020,260
-0.054446,202006,2020,260
0.09241,202007,2020,260
-0.00969,202008,2020,260
-0.039139,202009,2020,260
0.011282,202010,2020,260
0.274848,202011,2020,260
-0.0304,202012,2020,260
0.124514,201901,2019,261
-0.080623,201902,2019,261
-0.173504,201903,2019,261
0.098361,201904,2019,261
-0.351575,201905,2019,261
0.014066,201906,2019,261
-0.143127,201907,2019,261
-0.104489,201908,2019,261
0.23295,201909,2019,261
0.08897,201910,2019,261
0.044064,201911,2019,261
0.579719,201912,2019,261
-0.024861,202001,2020,261
0.006469,202002,2020,261
-0.223819,202003,2020,261
0.208475,202004,2020,261
0.146715,202005,2020,261
-0.128998,202006,2020,261
0.112994,202007,2020,261
0.21211,202008,2020,261
0.597966,202009,2020,261
0.055784,202010,2020,261
0.029787,202011,2020,261
0.219353,202012,2020,261
-0.02381,201901,2019,262
-0.082317,201902,2019,262
-0.016611,201903,2019,262
-0.280405,201904,2019,262
-0.380282,201905,2019,262
0.143939,201906,2019,262
-0.006623,201907,2019,262
-0.16,201908,2019,262
-0.039683,201909,2019,262
-0.099174,201910,2019,262
0.256881,201911,2019,262
-0.021898,201912,2019,262
0.402985,202001,2020,262
0.484043,202002,2020,262
-0.053763,202003,2020,262
-0.284091,202004,2020,262
-0.015873,202005,2020,262
-0.075269,202006,2020,262
-0.22093,202007,2020,262
-0.059702,202008,2020,262
-0.039683,202009,2020,262
